question,reference_answer,model_answer,model_score
患者，65岁男性，因体检发现右肺上叶结节入院。完善胸部增强CT及FDG-PET/CT提示右肺上叶前段结节约2.2cm，SUVmax为7.5，右肺下叶另见一约1.0cm小结节，SUV轻度增高。无其他远处转移。支气管镜检查未见明显异常，气管及支气管腔内未见肿物。组织活检证实为非小细胞肺癌。全身状况良好，肺功能检查显示FEV1正常。请问该病例分期如何？下一步处理建议为何？,本例右肺上叶主灶为2.2cm，并在同侧但不同叶见小结节（右肺下叶），属于同侧非原发叶多发结节，符合T4 N0（未见淋巴结转移）M0，分期为IIIB期非小细胞肺癌。下一步建议完善纵隔淋巴结病理评估（如EBUS-TBNA），以明确结节与纵隔淋巴结有无转移，实现精准分期，并评估是否可手术。可多学科讨论，若评估为可切除，则可考虑手术并辅助治疗；若不可切除，则以化放疗为主，早期介入姑息治疗及综合管理。,"【分期分析】

根据提供的信息：

- 右肺上叶前段结节2.2cm，SUVmax 7.5，已活检证实为非小细胞肺癌（NSCLC）。
- 右肺下叶另有1.0cm小结节，SUV轻度增高。
- 无其他远处转移。
- 支气管镜未见腔内肿物。
- 全身状况良好，肺功能正常。

**关键分期点：**
- 右肺同侧不同叶出现结节（右上叶主灶，右下叶小结节），且右下叶结节SUV轻度增高，考虑可能为转移灶。
- 按照AJCC第8版TNM分期，**同侧不同叶肺内转移**属于**M1a**（即IVA期）。

**分期结论：**
- **临床分期：cT1cN0M1a（IVA期）**
  - T1c：主灶2.2cm
  - N0：无淋巴结转移证据
  - M1a：同侧不同叶肺内转移

---

【下一步处理建议】

1. **多学科团队（MDT）讨论**：建议胸外科、呼吸科、肿瘤科、影像科等共同评估。
2. **进一步明确右下叶结节性质**：
   - 若有条件，可行右下叶结节的组织学活检（经支气管或经皮穿刺），以明确是否为转移灶。
   - 若活检证实为转移灶，则为M1a期。
   - 若活检为良性或原发性肿瘤，分期需重新评估。

3. **分子病理检测**：
   - 建议对肿瘤组织进行EGFR、ALK、ROS1等驱动基因检测及PD-L1表达检测，为后续治疗提供依据。

4. **治疗建议**（若确认为M1a/IVA期）：
   - **首选全身治疗**：包括靶向治疗（如有驱动基因突变）、免疫治疗或化疗，具体方案根据分子分型和PD-L1表达决定。",3.0
患者，62岁，男性，长期吸烟史，体检发现右肺外周结节，行胸部增强CT提示肿块约3.2cm，FDG-PET/CT显示无远处转移，纵隔未见明显肿大淋巴结。支气管镜未见肿瘤侵犯支气管主干，肺功能良好。手术切除后病理回报T2aN0，病理类型为腺癌。请问该患者的分期及后续治疗建议是什么？,根据AJCC 8版分期，T2aN0为IB期非小细胞肺癌。对于IB期（尤其肿瘤直径>3cm或有高危因素者），首选手术切除。术后一般不推荐辅助化疗，除非存在高危因素（如血管/淋巴管侵犯、分化差、肿瘤微卫星不稳定等），此时可考虑辅助治疗。建议术后定期影像学随访，复查胸部CT，监测复发。,"分期分析：  
根据提供的信息，患者肿瘤大小约3.2cm（>3cm且≤4cm），无淋巴结转移（N0），无远处转移（M0），病理类型为腺癌。依据AJCC（第8版）肺癌TNM分期标准：

- T2a：肿瘤最大径>3cm且≤4cm
- N0：无区域淋巴结转移
- M0：无远处转移

因此，分期为**IIB期（pT2aN0M0）**。

后续治疗建议：  
对于完全切除（R0切除）、肺功能良好的非小细胞肺癌（NSCLC）IIB期患者，标准治疗建议如下：

1. **辅助化疗**：  
   - 推荐辅助含铂双药化疗（如顺铂联合培美曲塞/吉西他滨/多西他赛等），疗程通常为4个周期。
   - 辅助化疗可降低复发风险，提高生存率。

2. **辅助靶向/免疫治疗**：  
   - 若患者存在EGFR敏感突变，可考虑辅助奥希替尼（根据ADAURA研究）。
   - 若PD-L1表达≥1%，且无EGFR/ALK突变，可考虑辅助免疫治疗（如Atezolizumab，IMpower010研究）。
   - 需根据分子病理结果进一步决定。

3. **随访**：  
   - 定期复查胸部CT、肿瘤标志物等，监测复发。

**总结**：  
该患者分期为**IIB期（pT2aN0M0）**，建议术后辅助含铂双药化疗，若有驱动基因突变或PD-L1高表达，可进一步考虑辅助靶向或免疫治疗。",2.0
一位45岁女性，因左乳质硬肿块就诊。影像学检查提示左乳肿块2.5 cm，未见腋窝淋巴结肿大。活检确认为浸润性导管癌（ER阳性，HER2阳性）。临床分期为cT2N0M0。患者无慢性疾病，要求保留乳房。请问该患者手术及后续治疗建议如何选择？,该患者为局限性、非炎症性、无远处转移的浸润性乳腺癌（cT2N0M0），因不考虑术前系统治疗，可选择乳腺肿块切除术（保乳手术，BCS）+腋窝前哨淋巴结活检，术后给予局部放疗。鉴于肿瘤ER阳性、HER2阳性，术后辅以内分泌治疗及含曲妥珠单抗的化疗联合治疗。治疗方案具体可包括阿霉素/紫杉类化疗联用曲妥珠单抗，并根据绝经状态决定内分泌方案（如他莫昔芬或芳香化酶抑制剂）。,"针对这位45岁女性，左乳2.5 cm浸润性导管癌（ER阳性，HER2阳性），cT2N0M0，无慢性疾病，要求保乳，治疗建议如下：

**1. 首选治疗策略：新辅助治疗（NAC）**
- **目的**：缩小肿瘤，提高手术保乳率，评估肿瘤对治疗的敏感性。
- **方案**：推荐新辅助化疗联合抗HER2靶向治疗（如紫杉类/蒽环类化疗+曲妥珠单抗±帕妥珠单抗）。
- **内分泌治疗**：新辅助阶段不常规使用。

**2. 手术方式**
- 若新辅助治疗后肿瘤缩小，满足保乳条件，可行**保乳手术**（乳腺肿瘤切除+腋窝前哨淋巴结活检）。
- 若肿瘤未明显缩小或不适合保乳，则考虑改行乳腺全切。

**3. 术后辅助治疗**
- **放疗**：保乳手术后需行乳腺术区放疗。
- **化疗/靶向治疗**：如新辅助治疗未完成全程，术后继续完成。
- **抗HER2治疗**：术后继续曲妥珠单抗（±帕妥珠单抗），总疗程1年。
- **内分泌治疗**：ER阳性，术后需口服内分泌药物（如他莫昔芬或芳香化酶抑制剂，依据绝经状态），疗程5-10年。

**4. 腋窝处理**
- 临床N0，术中行前哨淋巴结活检，若阴性可不做腋窝清扫。

**简要流程总结：**
新辅助化疗+抗HER2 → 评估肿瘤缩小 → 保乳手术+前哨淋巴结活检 → 术后放疗+完成化疗/靶向治疗 → 内分泌治疗

**参考指南**：NCCN、CSCO乳腺癌诊疗指南。

**要点**：新辅助治疗",3.0
一位65岁男性，既往无明显肺部疾病史，体检时发现左下肺叶2.5 cm结节，同时右上肺也有1.2 cm结节。PFTs提示肺功能可耐受手术，FDG-PET/CT显示两处结节均有代谢增高，未见其他远处转移。支气管镜未见中心型病变，经穿刺病理证实均为非小细胞肺癌（NSCLC）。如何对该患者进行分期？下一步推荐的治疗方案是什么？,根据所述，该患者在左下肺有一个2.5 cm结节、右上肺有1.2 cm结节，经病理均为NSCLC，未见远处其他转移，肺功能可耐受手术。根据NCCN指南，双肺分别孤立结节，右侧为对侧，分期为cT2a（左，下肺主灶），N0，M1a（对侧肺结节）。此为IV期（IVA，M1a，N0）。对于可切除的双灶NSCLC，若评估两灶均可切除且无其他禁忌，可考虑分期手术切除（见NCCN：Treat as two primary lung tumors if both curable）；若不可手术，则以全身治疗（化疗±免疫治疗）为主。建议多学科团队（MDT）讨论制定个体化治疗方案。,"**分期分析：**

- 该患者左下肺叶2.5 cm结节，右上肺1.2 cm结节，均经穿刺证实为NSCLC，PET/CT均有代谢增高，未见远处转移。
- 需区分是**多原发肺癌（multiple primary lung cancers, MPLC）**还是**肺内转移（intrapulmonary metastasis）**。但根据描述，两侧肺不同叶，大小相近，均为NSCLC，倾向于多原发（尤其若病理类型、分子特征不同则更支持多原发）。
- 按**AJCC第8版分期**，若为多原发肺癌，分别分期：
  - 左下肺叶2.5 cm结节：T1cN0M0（IA3期，假设无淋巴结转移）
  - 右上肺1.2 cm结节：T1bN0M0（IA2期，假设无淋巴结转移）
- 若为同源性肺内转移，则为M1a（IVa期）。
- 目前证据更支持多原发肺癌（MPLC），分别分期。

**下一步推荐治疗方案：**

1. **手术治疗**：
   - 肺功能可耐受手术，且两病灶均为早期NSCLC，首选**手术切除**。
   - 推荐**分期手术**或**同期双侧手术**（如条件允许），分别切除两侧病灶（如左下肺叶切除+右上肺楔形切除或分段切除）。
   - 手术方式需根据病灶位置、大小及患者肺功能综合评估。
   - 同时行系统性淋巴结清扫或取样。

2. **术后处理**：
   - 若术后病理无高危因素（如淋巴结转移、血管/胸膜侵犯等），通常不需辅助治疗，仅随访。
   - 若发现高危因素，按相应分期考虑辅助治疗。

3. **若不适合手术**（如合并严重基础疾病或患者拒绝手术）：
   - 可考虑**立体定向放射治疗",3.0
一位65岁男性，吸烟病史40年，无明显基础疾病。因咳嗽2个月伴体重减轻就诊，胸部增强CT发现右肺上叶3.5cm肿块，纵隔未见增大淋巴结，无远处转移。行支气管镜活检示非小细胞肺癌，PET-CT显示仅右肺外周肿物高代谢，未见其他异常。血氧饱和度、肺功能正常。请问该患者下一步分期与处理建议？,根据目前检查，右肺上叶肿瘤3.5cm，纵隔未见淋巴结受累，PET-CT未见远处转移，属于临床T2aN0M0，分期为IIA期非小细胞肺癌。建议完善脑MRI排除脑转移，并进行支气管镜、气道及纵隔淋巴结超声引导活检（如EBUS）以进一步明确分期。同时，需评估患者手术耐受性（如肺功能、心脏功能等）。如术前评估无禁忌，优选手术切除。术后根据病理分期决定是否辅助治疗。,"**分期分析：**  
- 肿瘤位于右肺上叶，大小3.5cm（T2a，>3cm且≤4cm）。
- 纵隔未见增大淋巴结，PET-CT未见淋巴结或远处转移（N0，M0）。
- 因此，临床分期为 **cT2aN0M0，IA2期**（根据AJCC第8版TNM分期）。

**处理建议：**  
- 该患者为早期非小细胞肺癌（NSCLC），全身状况良好，无明显基础疾病，肺功能正常。
- **首选治疗：手术切除**。推荐行右肺上叶解剖性肺叶切除+系统性纵隔淋巴结清扫。
- 若术中或术后病理证实为N0，且无高危因素（如血管/淋巴管侵犯、分化差等），术后可不需辅助治疗，仅随访。
- 若患者因其他原因不能耐受肺叶切除，可考虑亚肺叶切除（如楔形切除或段切除），但需权衡肿瘤边界及复发风险。
- 对于不能手术的患者，可考虑立体定向放疗（SBRT）。

**总结：**  
- **分期：cT2aN0M0，IA2期**
- **处理：首选手术切除（肺叶切除+系统性淋巴结清扫）**",3.0
患者，女性，45岁，因右乳肿块2月余就诊。体检发现右乳外上象限可及约3cm肿块，质地较硬，活动度尚可，未触及腋窝淋巴结肿大。乳腺钼靶及超声显示右乳3.2cm占位，未见明确腋窝淋巴结肿大。穿刺活检提示浸润性导管癌，ER/PR阴性，HER2阴性。全身CT与骨扫描未见远处转移。请问应如何进行分期以及下一步治疗决策？,该患者临床分期为cT2N0M0，属于局部进展期乳腺癌。由于为三阴性乳腺癌（HR阴性、HER2阴性），且肿瘤直径大于2cm，建议进行术前系统治疗（新辅助化疗），可考虑含铂联合紫杉类的标准新辅助化疗方案。如果术前方案中含有帕博利珠单抗，新辅助治疗后手术（保乳可能性低，需全乳切除加腋窝淋巴结分期）和术后辅助治疗（如必要时可加卡培他滨6-8周期，若有BRCA1/2突变可加奥拉帕利1年）。在新辅助治疗前应做肿瘤核心针穿刺并置入显影标记物定位，同时对腋窝淋巴结进行超声评估，有可疑结节时做穿刺活检及放置标记。,"**分期：**

根据提供的信息：

- 肿块约3cm，位于右乳外上象限，未触及腋窝淋巴结肿大；
- 影像学（钼靶、超声）未见腋窝淋巴结肿大；
- 穿刺活检为浸润性导管癌，ER/PR阴性，HER2阴性（三阴性乳腺癌）；
- 全身CT及骨扫描未见远处转移。

**临床分期（AJCC第8版）：**
- T2（肿瘤最大径>2cm但≤5cm）
- N0（无区域淋巴结转移）
- M0（无远处转移）

**临床分期为：cT2N0M0，属于IIA期。**

---

**下一步治疗决策：**

1. **手术为首选：**
   - 由于肿瘤可切除，且无腋窝淋巴结转移及远处转移，首选手术治疗。
   - 可选择乳腺肿块切除术（保乳手术）+前哨淋巴结活检，或乳腺全切除术+前哨淋巴结活检。
   - 是否能保乳需根据肿瘤与乳腺体积比例、肿瘤位置及患者意愿决定。

2. **术后辅助治疗：**
   - 三阴性乳腺癌，术后需辅助化疗（如AC-T方案：多柔比星+环磷酰胺，后接紫杉类）。
   - 若保乳手术，术后需放疗；全乳切除后如无高危因素可不放疗。
   - 无需内分泌治疗（ER/PR阴性），无需抗HER2靶向治疗（HER2阴性）。

3. **是否考虑新辅助化疗：**
   - 虽然肿瘤>2cm，三阴性乳腺癌对化疗敏感，可考虑新辅助化疗以缩小肿瘤、增加保乳机会，但目前肿瘤大小和分期允许直接手术，患者如有保乳意愿或肿",3.0
患者，58岁女性，因右下肺部占位及多发性骨转移住院，既往无吸烟史，体能状态良好（ECOG PS 1）。影像学评估为Stage IVA（M1b），组织活检为肺腺癌，分子检测显示ERBB2（HER2）突变阳性，PD-L1表达低。首轮治疗接受了Fam-trastuzumab deruxtecan-nxki，但三个月后影像学复查提示疾病进展。请问下一步推荐的治疗方案是什么？,根据NCCN最新指南，针对已接受Fam-trastuzumab deruxtecan-nxki治疗且进展的晚期ERBB2（HER2）突变NSCLC患者，可以考虑使用Ado-trastuzumab emtansine（T-DM1）作为后续推荐治疗方案。如患者体能状态下降明显（PS 3-4），则更应以最佳支持治疗和姑息治疗为主。,"根据目前指南和循证医学，针对**HER2突变阳性晚期非小细胞肺癌（NSCLC）**，首选治疗为**HER2靶向药物**。患者已接受**Fam-trastuzumab deruxtecan-nxki（T-DXd）**，且进展，下一步推荐如下：

### 1. 化疗
对于HER2突变NSCLC在T-DXd治疗后进展，**标准推荐为含铂双药化疗**，如：
- **培美曲塞联合铂类（顺铂或卡铂）**，±贝伐珠单抗（如无禁忌）。
- 若已接受过培美曲塞，可考虑多西他赛±尼达尼布（nintedanib，适用于腺癌）。

### 2. 免疫治疗
患者PD-L1表达低，单独免疫治疗获益有限，但可考虑**化疗联合免疫治疗**（如卡铂+培美曲塞+帕博利珠单抗），尤其未曾使用过免疫检查点抑制剂时。

### 3. 其他HER2靶向药物
目前其他HER2靶向药物（如poziotinib、pyrotinib、afatinib等）在肺癌中的证据有限，且多为临床试验阶段，可考虑临床试验入组。

### 4. 支持治疗
根据症状和骨转移情况，给予止痛、骨保护剂（如唑来膦酸或地诺单抗）等支持治疗。

---

**简明推荐：**
> **首选含铂双药化疗（如培美曲塞+铂类），可联合免疫治疗（如未用过）。如有条件，建议入组HER2靶向药物相关临床试验。**

**参考文献：**
- NCCN Guidelines: Non-Small Cell Lung Cancer (2024)
- CSCO非小细胞肺癌诊疗指南（2024）
- Planchard D, et al. Ann Oncol. 2023;34(Suppl 2):ii45-ii68.",3.0
患者，65岁，男性，因“咳嗽伴胸痛1月”就诊，既往有吸烟史。胸部增强CT提示右肺上叶3.3cm肿块，纵隔未见明显肿大淋巴结。FDG-PET/CT显示右肺上叶肿块高代谢，无远处转移征象。支气管镜活检示非小细胞肺癌。肺功能检查基本正常。请问该患者属于哪一分期，是否需进一步完善脑MRI检查？,根据现有资料，该患者为右肺上叶孤立肿块，T2a（>3cm至≤4cm）N0，未见淋巴结转移及远处转移，属于非小细胞肺癌临床分期的Stage IB（T2aN0M0）。根据指南，Stage IB患者如无神经系统症状，脑MRI检查为可选项目（可根据具体情况决定是否完善）。,"【分期判断】  
根据提供的信息：  
- 肿瘤位于右肺上叶，最大径3.3cm（T2a，>3cm且≤4cm）  
- 纵隔未见明显肿大淋巴结，PET/CT未见纵隔及远处转移（N0，M0）  
- 无远处转移（M0）

因此，临床分期为：**cT2aN0M0**，对应**IA2期**（根据AJCC第8版TNM分期）。

【是否需完善脑MRI】  
**需要**。  
理由：  
- 虽然PET/CT未见远处转移，但PET/CT对脑转移的敏感性有限，容易漏诊小的脑转移灶。  
- 按照NCCN指南，**所有拟行根治性治疗的非小细胞肺癌患者（尤其是II期及以上，或有症状者），建议术前常规行脑MRI检查**，以排除无症状脑转移。  
- 虽然该患者为IA2期，部分指南建议I期患者如无神经系统症状可不常规行脑MRI，但考虑到患者年龄较大、吸烟史、肿瘤>3cm，建议**完善脑MRI以排除脑转移**，以确保分期准确和治疗安全。

**结论：**  
- 分期为cT2aN0M0（IA2期）  
- 建议进一步完善脑MRI检查",3.0
患者，男性，65岁，长期吸烟史，1个月前因咳嗽、咳痰伴胸闷发现右上肺占位，增强CT提示右上肺肿块，纵隔及右锁骨上淋巴结肿大，FDG-PET/CT示纵隔多组淋巴结及右锁骨上淋巴结代谢增高，无远处转移。经EBUS活检证实右锁骨上及纵隔淋巴结均为肺鳞癌转移，MRI未见脑转移。全身骨扫描未见骨转移。肺功能检查可耐受治疗。病理诊断明确，分期为cT2N3M0，请问当前属于哪一期，下一步治疗建议如何？,根据上述检查结果，该患者临床分期为IIIB期（T2N3M0）。首选治疗为同步放化疗，需多学科会诊制定个体化治疗方案。建议进行肿瘤组织的广泛分子检测（EGFR、ALK、ROS1、BRAF、MET、RET、NTRK、ERBB2等基因，以及PD-L1表达），以指导后续治疗。同步放化疗后可考虑巩固性免疫治疗。同步辅以戒烟、营养与全程姑息关怀管理。,"根据提供的信息：

- 男性，65岁，长期吸烟史
- 右上肺肿块，增强CT提示纵隔及右锁骨上淋巴结肿大
- PET/CT示纵隔多组及右锁骨上淋巴结代谢增高，无远处转移
- EBUS活检证实右锁骨上及纵隔淋巴结均为肺鳞癌转移
- MRI未见脑转移，骨扫描未见骨转移
- 肺功能可耐受治疗
- 分期：cT2N3M0

**一、分期判断：**

根据AJCC第8版肺癌TNM分期系统：

- T2：肿瘤最大径>3cm但≤5cm，或累及主支气管但距离隆突≥2cm，或侵犯脏层胸膜，或导致部分肺不张/阻塞性肺炎
- N3：同侧或对侧纵隔、对侧肺门、锁骨上（无论同侧或对侧）淋巴结转移
- M0：无远处转移

**cT2N3M0 属于 III C 期（局部晚期）**

---

**二、下一步治疗建议：**

对于III期不可手术切除的局部晚期非小细胞肺癌（NSCLC），标准治疗为：

1. **同步放化疗**（Concurrent chemoradiotherapy）：
   - 适用于全身状况良好、肺功能可耐受的患者。
   - 常用方案为含铂双药化疗联合胸部放疗。

2. **同步放化疗后巩固免疫治疗**：
   - 若无疾病进展，推荐使用Durvalumab（度伐利尤单抗）免疫治疗1年（基于PACIFIC研究）。

3. **如不能耐受同步放化疗，可考虑序贯放化疗**。

4. **不推荐手术**：N3期（锁骨上淋巴结转移）已不适合手术切除。

---

**简要总结：**

- **分期：III C 期（cT2N3M0）**
- **治疗建议：同步放化疗，后续可用",3.0
一位65岁男性，既往无慢性疾病，因咳嗽2个月就诊，低剂量胸部CT提示左上肺有5cm实性肿块，经支气管镜活检证实为非小细胞肺癌（NSCLC）。FDG-PET/CT检查显示肿块未见远处转移，纵隔淋巴结轻度SUV增高。支气管镜常规检查及支气管镜下纵隔淋巴结穿刺活检证实N1（同侧肺门）结节转移，无纵隔（N2或N3）阳性证据，脑MRI未见异常，PFTs显示肺功能可耐受手术。请问该患者的临床分期、下一步治疗策略建议？,根据目前检查结果，患者属于Stage IIIA（T3N1M0）期非小细胞肺癌。治疗上，建议行多学科团队讨论：考虑新辅助（术前）系统性治疗（如含铂双药化疗±免疫治疗），随后根据疗效评估，若评估可切除则考虑手术切除，术后根据病理及疗效决定是否进一步辅助治疗。若评估不适合手术，可考虑同步放化疗方案。,"**临床分期：**  
根据提供的信息：

- 肿瘤5cm，位于左上肺（T2b，>4cm且≤5cm）
- N1：同侧肺门淋巴结转移
- M0：无远处转移

因此，**临床分期为：IIb期（T2bN1M0）**，依据AJCC第8版肺癌分期标准。

---

**下一步治疗策略建议：**

1. **首选治疗：手术切除**
   - 该患者无手术禁忌，肺功能可耐受手术，且无N2/N3或远处转移，推荐**行肺叶切除+系统性淋巴结清扫**。

2. **辅助治疗：**
   - 术后根据病理分期，若仍为II期，推荐**辅助化疗**（以铂类为基础的双药化疗），可提高生存率。

3. **其他注意事项：**
   - 若术中或术后病理发现N2（纵隔）淋巴结转移，需多学科讨论，可能需辅助放疗或免疫治疗。
   - 若患者不适合手术，可考虑根治性放疗或同步放化疗。

---

**总结：**  
该患者临床分期为**IIb期（T2bN1M0）**，首选**手术切除+系统性淋巴结清扫**，术后根据病理分期决定是否辅助化疗。",3.0
患者，62岁男性，因筛查发现右下肺结节3.2cm。无明显症状，无吸烟史。增强胸部CT提示结节边界清楚，未见胸膜侵犯，未见纵隔或肺门淋巴结肿大。行全身FDG-PET/CT显示仅该结节高代谢，无远处转移。支气管镜未见明显异常。既往史无肿瘤。PFTs（肺功能检查）正常。手术拟行右下肺叶切除及淋巴结清扫。术后病理为腺癌，肿瘤径3.5cm，切缘阴性，无胸膜侵犯，无血管或神经受累，未见淋巴结转移（0/14）。问：本例术后肿瘤分期为多少？下一步应如何治疗及随访？需要行术后辅助化疗吗？,该患者术后肿瘤分期为pT2aN0M0，属IB期（根据肿瘤大小3.5cm，未达T2b，无淋巴结转移）。标准治疗为手术切除，术后对于无高危因素的IB期非小细胞肺癌患者，推荐密切随访，不需常规辅助化疗。随访建议术后2年内每3-6个月复查一次，包括病史、查体及低剂量胸部CT，2年后每6-12个月，累计随访5年。若术后有高危因素（如分化差、脉管侵犯等）可个体化考虑辅助治疗，但本例尚无相关高危因素。,"**问题解析：**

1. **术后肿瘤分期（pTNM分期）：**

- 肿瘤最大径3.5cm（>3cm且≤4cm）→ T2a
- 无淋巴结转移（0/14）→ N0
- 无远处转移（术前PET/CT阴性，术后无证据）→ M0

**术后病理分期：pT2aN0M0**

根据AJCC第8版肺癌分期，pT2aN0M0对应**IIA期**（Stage IIA）。

---

2. **下一步治疗及随访建议：**

- **辅助化疗：**
  - 对于**IIA期（pT2aN0M0）非小细胞肺癌（NSCLC）**，指南（如NCCN、CSCO）建议：  
    - **辅助化疗可考虑**，尤其是肿瘤>4cm时推荐更强。对于3-4cm之间的T2aN0，辅助化疗为“可考虑”，但证据支持较弱，需结合患者具体情况（如年龄、合并症、患者意愿等）。
    - 本例肿瘤3.5cm，切缘阴性，无高危因素（如血管/神经受累、胸膜侵犯等），**辅助化疗不是强制推荐**，可与患者充分沟通后决定是否行辅助化疗。
    - 若患者身体状况良好、愿意接受，**可考虑辅助含铂双药化疗4周期**（如顺铂+培美曲塞/吉西他滨/多西他赛等）。
    - 若患者拒绝或合并症较多，**单纯随访也是合理选择**。

- **随访建议：**
  - 术后2年内：每3-6个月复查一次（查体、胸部CT ±肿瘤标志物）。
  - 2-5年：每6-12个月复查一次。
  - 5年后：每年复查一次。
  - 随访内容包括：病史、体格检查、胸部CT ±腹部超声 ±脑MRI（如有症状）、肿瘤标志",3.0
患者，67岁，既往有30年吸烟史，诊断为肺鳞癌，经影像学及穿刺活检确认为晚期（IV期）非小细胞肺癌（鳞状细胞癌），分子检测结果提示METex14跳跃突变阳性。请问首选的系统治疗方案应如何选择？,对于晚期且伴有METex14跳跃突变的鳞状细胞型非小细胞肺癌（NSCLC）患者，推荐使用靶向药物卡马替尼（capmatinib）或替普替尼（tepotinib）作为一线系统治疗。这两种药物已被证实对携带METex14跳跃突变的患者具有良好的疗效。在治疗前应进行充分的分子分型和基线评估。,"对于该患者（67岁，晚期非小细胞肺癌鳞状细胞癌，METex14跳跃突变阳性），首选的系统治疗方案为**MET抑制剂靶向治疗**。

**推荐药物：**
- 卡博替尼（Capmatinib）
- 塞瑞替尼（Savolitinib）
- 替沃替尼（Tepotinib）

**理由：**
- METex14跳跃突变是NSCLC的重要驱动基因突变，相关靶向药物已被国内外指南（如NCCN、CSCO）推荐作为首选一线治疗。
- 临床研究显示，MET抑制剂在携带该突变的患者中疗效优于化疗和免疫治疗。

**注意事项：**
- 若患者因药物可及性或经济原因无法使用MET抑制剂，则可考虑含铂化疗±免疫治疗作为备选方案。

**总结：**
**首选MET抑制剂（如卡博替尼、塞瑞替尼、替沃替尼）单药治疗。**",3.0
